ID Centro comercial,tipoCenCom,nom_CenCom,cod_postal
nnnn10610.0,,,10610.0
nnnn5269.0,,,5269.0
PAMOPO7550.0,MERCADO PUBLICO,PROVIDENCIA,7550.0
PATCOOCO7840.0,OTRO CONGLOMERADO,PLAZA TEPEYAC,7840.0
PACICOYYPACL9500.0,CENTRO Y PLAZA COMERCIAL,PLAZA CHRDAHUI,9500.0
PESNJNPEYYARCL6000.0,PASAJE Y ANDADOR COMERCIAL,PASAJE SAN JUAN,6000.0
MOPS30ZAMOPO3660.0,MERCADO PUBLICO,MERCADO PORTALES 30 ZONA,3660.0
nnnn6270.0,,,6270.0
nnnn11860.0,,,11860.0
MOSOXIMOPO4480.0,MERCADO PUBLICO,MERCADO SIGLO XXI,4480.0
MOHOMOPO6720.0,MERCADO PUBLICO,MERCADO HIDALGO,6720.0
MIEOEOCLYYDESS6400.0,EDIFICIO COMERCIAL Y DE SERVICIOS,MULTI ESTABLECIMIENTO,6400.0
PNALMOPO15610.0,MERCADO PUBLICO,PANTITLAN ARENAL,15610.0
PATCCOYYPACL7810.0,CENTRO Y PLAZA COMERCIAL,PLAZZA TEPEYAC,7810.0
COYYPACLSNNECOYYPACL5500.0,CENTRO Y PLAZA COMERCIAL,CENTRO Y PLAZA COMERCIAL SIN NOMBRE,5500.0
MOCNVSMOPO9100.0,MERCADO PUBLICO,MERCADO CONCENTRACION VOCEADORES,9100.0
nnnn2470.0,,,2470.0
EO79EOCLYYDESS6060.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO 79,6060.0
SNNEEOCLYYDESS6720.0,EDIFICIO COMERCIAL Y DE SERVICIOS,SIN NOMBRE,6720.0
MOMAGGDEGARZMOPO1130.0,MERCADO PUBLICO,MERCADO MARIA G DE GARCIA RUIZ,1130.0
nnnn13419.0,,,13419.0
ROBOMOPO7880.0,MERCADO PUBLICO,RIO BLANCO,7880.0
nnnn6620.0,,,6620.0
nnnn7940.0,,,7940.0
nnnn6050.0,,,6050.0
PAELSOCOYYPACL9140.0,CENTRO Y PLAZA COMERCIAL,PLAZA EL SALADO,9140.0
EO11EOCLYYDESS6090.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO 151,6090.0
PAMKCOYYPACL11540.0,CENTRO Y PLAZA COMERCIAL,PLAZA MASARIK,11540.0
GLnnnan,,GIFL,
PAEOCLYYDESS6020.0,EDIFICIO COMERCIAL Y DE SERVICIOS,PLAZA,6020.0
ELDOOOCO50130.0,OTRO CONGLOMERADO,EL DORADO,50130.0
PSOOCOnan,OTRO CONGLOMERADO,PUESTOSSEMIFIJOS,
nnnn15950.0,,,15950.0
PATCEOCLYYDESS11200.0,EDIFICIO COMERCIAL Y DE SERVICIOS,PRESA TUXTEPEC,11200.0
PEILIAPEIL9860.0,PARQUE INDUSTRIAL,PARQUE INDUSTRIAL IZATAPALAPA,9860.0
ILVOZAILnan,ZONA INDUSTRIAL,INDUSTRIAL VALLEJO,
SNPODELSPSMOPO3800.0,MERCADO PUBLICO,SAN PEDRO DE LOS PINOS,3800.0
nnnn2099.0,,,2099.0
EOCLYYDESSSNNEEOCLYYDESS7300.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,7300.0
15DESEMOPO9320.0,MERCADO PUBLICO,15 DE SEPTIEMBRE,9320.0
IOZAMOPO15000.0,MERCADO PUBLICO,IGNACIO ZARAGOZA,15000.0
nnnn9868.0,,,9868.0
nnnn13093.0,,,13093.0
nnnn7540.0,,,7540.0
EOCLYYDESSSNNEEOCLYYDESS6700.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,6700.0
PAPLCOCOYYPACL9060.0,CENTRO Y PLAZA COMERCIAL,PLAZA PORTAL CHURUBUSCO,9060.0
nnnn7209.0,,,7209.0
MOLOCSMOPO3103.0,MERCADO PUBLICO,MERCADO LAZARO CARDENAS,3103.0
nnnn13250.0,,,13250.0
JOCKMOPO14420.0,MERCADO PUBLICO,JACINTO CANEK,14420.0
TSAOBOJZMOPO12000.0,MERCADO PUBLICO,TIANGUIS ANEXO BENITO JUAREZ,12000.0
nnnn14748.0,,,14748.0
MOSNJNDEANUD22MOPO7969.0,MERCADO PUBLICO,MERCADO SAN JUAN DE ARAGON UNIDAD 2,7969.0
nnnn7058.0,,,7058.0
SAMAANMOPO9500.0,MERCADO PUBLICO,SANTA MARIA AZTAHUACAN,9500.0
MOLSMSMOPO9630.0,MERCADO PUBLICO,MERCADO LAS MERCEDES,9630.0
nnnn7250.0,,,7250.0
EOEOCLYYDESS4600.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO,4600.0
nnnn14108.0,,,14108.0
MO82JEMAPZMOPO1140.0,MERCADO PUBLICO,MERCADO 82 JOSE MARIA PINOSUAREZ,1140.0
SNMLTOMOPO9630.0,MERCADO PUBLICO,SAN MIGUEL TEOTONGO,9630.0
CNEOZAMOPO9220.0,MERCADO PUBLICO,CONCENTRACION EMILIANO ZAPATA,9220.0
MOSNFOTOMOPO13400.0,MERCADO PUBLICO,MERCADO SAN FRANCISCO TLALTENCO,13400.0
nnnn13610.0,,,13610.0
PEYYARCLSNNEPEYYARCL6400.0,PASAJE Y ANDADOR COMERCIAL,PASAJE Y ANDADOR COMERCIAL SIN NOMBRE,6400.0
nnnn10000.0,,,10000.0
MOOOCO12500.0,OTRO CONGLOMERADO,MOLINO,12500.0
MOCLTCOOCO13070.0,OTRO CONGLOMERADO,MERCADO CENTRAL TLAHUAC,13070.0
nnnn10369.0,,,10369.0
nnnn7930.0,,,7930.0
MO38SACZAAMOPO16500.0,MERCADO PUBLICO,MERCADO 378 SANTA CRUZ ACALPIXCA,16500.0
SNJNDEANMOPO7969.0,MERCADO PUBLICO,SAN JUAN DE ARAGÓN,7969.0
PALSRSCOYYPACL1400.0,CENTRO Y PLAZA COMERCIAL,PLAZA LAS ROSAS,1400.0
CLDEMOEOCLYYDESS6020.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CENTRAL DE MAYOREO,6020.0
HO14EOCLYYDESS11510.0,EDIFICIO COMERCIAL Y DE SERVICIOS,HORACIO 1844,11510.0
PLLSEACOYYPACL9890.0,CENTRO Y PLAZA COMERCIAL,PORTAL LOMAS ESTRELLA,9890.0
PACLCOYYPACL9040.0,CENTRO Y PLAZA COMERCIAL,PLAZA CENTRAL,9040.0
nnnn16790.0,,,16790.0
24DEFOMOPO9310.0,MERCADO PUBLICO,24 DE FEBRERO,9310.0
MOMAMADEJZMOPO9830.0,MERCADO PUBLICO,MERCADO MARGARITA MAZA DE JUAREZ,9830.0
CNLSDESNLOMOPO9780.0,MERCADO PUBLICO,CONCENTRACION LOMAS DE SAN LORENZO,9780.0
nnnn14270.0,,,14270.0
POLARAPEYYARCL7870.0,PASAJE Y ANDADOR COMERCIAL,PARADERO LA RAZA,7870.0
MOLACAMOPO9640.0,MERCADO PUBLICO,MERCADO LA CUEVITA,9640.0
VOOOCO2300.0,OTRO CONGLOMERADO,VALLEJO,2300.0
nnnn4830.0,,,4830.0
PAALEOCLYYDESS16020.0,EDIFICIO COMERCIAL Y DE SERVICIOS,PLAZA ARENAL,16020.0
PAEXCOYYPACL1180.0,CENTRO Y PLAZA COMERCIAL,PLAZA EXHIBIMEX,1180.0
MOSABAMOPO9000.0,MERCADO PUBLICO,MERCADO SANTA BARABARA,9000.0
PAMSPEYYARCL15100.0,PASAJE Y ANDADOR COMERCIAL,PLAZA MANZANARES,15100.0
nnnn14427.0,,,14427.0
MLMOPO9750.0,MERCADO PUBLICO,MIXCOATL,9750.0
MOPAMOPO7770.0,MERCADO PUBLICO,MERCADO PANAMERICANA,7770.0
MOPODLSRMOPO9810.0,MERCADO PUBLICO,MERCADO PROGRESO DEL SUR,9810.0
MONIMOPO9609.0,MERCADO PUBLICO,MERCADO NEXTLALI,9609.0
MOHKGZMOPO9750.0,MERCADO PUBLICO,MERCADO HANK GONZALEZ,9750.0
nnnn14630.0,,,14630.0
nnnn13210.0,,,13210.0
nnnn9704.0,,,9704.0
nnnn13094.0,,,13094.0
15PODESNJNDEANMOPO7950.0,MERCADO PUBLICO,185 PUEBLO DE SAN JUAN DE ARAGON,7950.0
MOPOPNCE44MOPO8100.0,MERCADO PUBLICO,MERCADO PUBLICO PANTITLAN CALLE 4,8100.0
CNMOPO9200.0,MERCADO PUBLICO,CUILAPAN,9200.0
JNAZMOPO9200.0,MERCADO PUBLICO,JUAN ALVAREZ,9200.0
MONO27ASMOPO3400.0,MERCADO PUBLICO,MERCADO NUMERO 27 ALAMOS,3400.0
PEMCPEYYARCL3910.0,PASAJE Y ANDADOR COMERCIAL,PASAJE MIXCOAC,3910.0
nnnn3360.0,,,3360.0
nnnn7520.0,,,7520.0
nnnn1700.0,,,1700.0
MO15DESEMOPO9320.0,MERCADO PUBLICO,MERCADO 15 DE SEPTIEMBRE,9320.0
19MOPO3240.0,MERCADO PUBLICO,119,3240.0
MOJNGZROMOPO7410.0,MERCADO PUBLICO,MERCADO JUAN GONZALEZ ROMERO,7410.0
PNDEAAMOPO9500.0,MERCADO PUBLICO,PLAN DE AYALA,9500.0
BADECAMOPO9230.0,MERCADO PUBLICO,BATALLA DE CELAYA,9230.0
SACZAAMOPO16500.0,MERCADO PUBLICO,SANTA CRUZ AHUALAPA,16500.0
nnnn7239.0,,,7239.0
nnnn13230.0,,,13230.0
MOLOMOPO9230.0,MERCADO PUBLICO,MERCADO LORETO,9230.0
nnnn14655.0,,,14655.0
MOSNMLTOMOPO14500.0,MERCADO PUBLICO,MERCADO SAN MIGUEL TOPILEJO,14500.0
SNJNDEANUD66MOPO7918.0,MERCADO PUBLICO,SAN JUAN DE ARAGON UNIDAD 6,7918.0
MOTNMOPO9696.0,MERCADO PUBLICO,MERCADO TONANTZIN,9696.0
LSESMOPO9750.0,MERCADO PUBLICO,LAS ESPINITAS,9750.0
FIVAMOPO9720.0,MERCADO PUBLICO,FRANCISCI VILLA,9720.0
nnnn1560.0,,,1560.0
nnnn1619.0,,,1619.0
CORYMOPO1150.0,MERCADO PUBLICO,CRISTO REY,1150.0
MO22DEALMOPO9180.0,MERCADO PUBLICO,MERCADO 2 DE ABRIL,9180.0
MOLACZMOPO8310.0,MERCADO PUBLICO,MERCADO LA CRUZ,8310.0
MOGLHZMOPO7080.0,MERCADO PUBLICO,MERCADO GABRIEL HERNANDEZ,7080.0
nnnn5219.0,,,5219.0
MO24DENEMOPO9648.0,MERCADO PUBLICO,MERCADO 24 DE NOVIEMBRE,9648.0
ANGLHZMOPO7090.0,MERCADO PUBLICO,AMPLIACION GABRIEL HERNANDEZ,7090.0
MOJNDELABAMOPO9100.0,MERCADO PUBLICO,MERCADO JUAN DE LA BARRERA,9100.0
MO15NSMOPO16450.0,MERCADO PUBLICO,MERCADO 115 NATIVITAS,16450.0
ZICOYYPACL4830.0,CENTRO Y PLAZA COMERCIAL,ZAPAMUNDI,4830.0
nnnn2129.0,,,2129.0
nnnn7370.0,,,7370.0
nnnn10839.0,,,10839.0
EN21MOPO9060.0,MERCADO PUBLICO,ESCUADRON 201,9060.0
MOCLTCMOPO13070.0,MERCADO PUBLICO,MERCADO CENTRAL TLAHUAC,13070.0
nnnn1049.0,,,1049.0
MOISVSMOPO7300.0,MERCADO PUBLICO,MERCADO INDIOS VERDES,7300.0
SNFEDEJSMOPO7510.0,MERCADO PUBLICO,SAN FELIPE DE JESUS,7510.0
TSDEPAMOPO14209.0,MERCADO PUBLICO,TORRES DE PADIERNA,14209.0
MCnnnan,,MERC,
MOOSMOPO13200.0,MERCADO PUBLICO,MERCADO OLIVOS,13200.0
MOMLHOMOPO13200.0,MERCADO PUBLICO,MERCADO MIGUEL HIDALGO,13200.0
MO10DEMOMOPO14250.0,MERCADO PUBLICO,MERCADO 10 DE MAYO,14250.0
CNZAERMOPO7230.0,MERCADO PUBLICO,CONCENTRACION ZONA ESCOLAR,7230.0
MO47COMOPO1619.0,MERCADO PUBLICO,MERCADO 407 CENTENARIO,1619.0
MOANTNMOPO16029.0,MERCADO PUBLICO,MERCADO AMPLIACION TEPEPAN,16029.0
nnnn14657.0,,,14657.0
CN44DENEMOPO9920.0,MERCADO PUBLICO,CONCETRACIN 4 DE NOVIEMBRE,9920.0
nnnn16720.0,,,16720.0
nnOOCO9060.0,OTRO CONGLOMERADO,,9060.0
nnnn16430.0,,,16430.0
PABS85COYYPACL4930.0,CENTRO Y PLAZA COMERCIAL,PLAZA BOMBAS 835,4930.0
nnnn15320.0,,,15320.0
nnOOCO6700.0,OTRO CONGLOMERADO,,6700.0
RATSMOPO2240.0,MERCADO PUBLICO,REYNOSA TAMAULIPAS,2240.0
SNNEOOCO12700.0,OTRO CONGLOMERADO,SIN NOMBRE,12700.0
MO36IVYYVVSCDESNJNDEANMOPO7979.0,MERCADO PUBLICO,MERCADO  336 IV Y V SECC DE SAN JUAN DE ARAGON,7979.0
MONSHSMOPO9230.0,MERCADO PUBLICO,MERCADO NIÑOS HEROES,9230.0
nnnn8640.0,,,8640.0
nnnn13150.0,,,13150.0
PARNIICOYYPACL6200.0,CENTRO Y PLAZA COMERCIAL,PLAZA RAYON II,6200.0
nnnn15670.0,,,15670.0
nnnn16900.0,,,16900.0
nnnn3469.0,,,3469.0
nnnn1807.0,,,1807.0
CECLPEYYARCL15000.0,PASAJE Y ANDADOR COMERCIAL,CALLE COMERCIAL,15000.0
MODELSRSMOPO14250.0,MERCADO PUBLICO,MERCADO DE LAS ROCAS,14250.0
nnnn1329.0,,,1329.0
nnnn14654.0,,,14654.0
nnnn14720.0,,,14720.0
nnnn5730.0,,,5730.0
nnnn1549.0,,,1549.0
nnnn16210.0,,,16210.0
nnnn9706.0,,,9706.0
nnnn5760.0,,,5760.0
nnnn16240.0,,,16240.0
nnnn7980.0,,,7980.0
nnnn2549.0,,,2549.0
nnnn14470.0,,,14470.0
nnnn10500.0,,,10500.0
nnnn16889.0,,,16889.0
nnnn14220.0,,,14220.0
nnnn7740.0,,,7740.0
nnnn10379.0,,,10379.0
nnnn9859.0,,,9859.0
nnnn13363.0,,,13363.0
nnnn16019.0,,,16019.0
nnnn7149.0,,,7149.0
nnnn1530.0,,,1530.0
nnnn10830.0,,,10830.0
nnnn16084.0,,,16084.0
nnnn9390.0,,,9390.0
PAMECOYYPACL1840.0,CENTRO Y PLAZA COMERCIAL,PLAZA MAPLE,1840.0
nnnn9243.0,,,9243.0
nnnn11260.0,,,11260.0
nnnn13330.0,,,13330.0
nnnn13099.0,,,13099.0
SATDMOPO14429.0,MERCADO PUBLICO,SANTISIMA TRINIDAD,14429.0
nnnn1870.0,,,1870.0
nnnn2409.0,,,2409.0
COYYPACLSNNECOYYPACL14500.0,CENTRO Y PLAZA COMERCIAL,CENTRO Y PLAZA COMERCIAL SIN NOMBRE,14500.0
JAVEMOPO15800.0,MERCADO PUBLICO,JAMAICA VIVE,15800.0
OOTODECOSNNEOOCO13640.0,OTRO CONGLOMERADO,OTRO TIPO DE CONGLOMERADO SIN NOMBRE,13640.0
EOCLYYDESSSNNEEOCLYYDESS1040.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,1040.0
nnnn4390.0,,,4390.0
LAPACOYYPACL8500.0,CENTRO Y PLAZA COMERCIAL,LA PLAZUELA,8500.0
MOPOSOSNJNDEANUD33MOPO7970.0,MERCADO PUBLICO,MERCADO PUBLICO SEDECO SAN JUAN DE ARAGON UNIDAD 3,7970.0
nnnn10660.0,,,10660.0
MO24DESEMOPO7580.0,MERCADO PUBLICO,MERCADO 24 DE SEPTIEMBRE,7580.0
nnnn16776.0,,,16776.0
EOCLYYDESSSNNEEOCLYYDESS6030.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,6030.0
nnnn10100.0,,,10100.0
nnnn1859.0,,,1859.0
ASLAPACOYYPACL14326.0,CENTRO Y PLAZA COMERCIAL,ALIMENTOS LA PALOMA,14326.0
nnnn1407.0,,,1407.0
nnnn10580.0,,,10580.0
nnnn9249.0,,,9249.0
nnnn13240.0,,,13240.0
IA17EOCLYYDESS6090.0,EDIFICIO COMERCIAL Y DE SERVICIOS,IZAZAGA 117,6090.0
CMISVSPEYYARCL7369.0,PASAJE Y ANDADOR COMERCIAL,CETRAM INDIOS VERDES,7369.0
nnnn2420.0,,,2420.0
POCMARJJPEYYARCL7369.0,PASAJE Y ANDADOR COMERCIAL,PARADERO CETRAM ANDADOR J,7369.0
CMISVSANDDPEYYARCL7369.0,PASAJE Y ANDADOR COMERCIAL,CETRAM INDIOS VERDES ANDEN D,7369.0
nnnn10310.0,,,10310.0
SNJECOYYPACL3900.0,CENTRO Y PLAZA COMERCIAL,SAN JOSE,3900.0
IAAAEOCLYYDESS7700.0,EDIFICIO COMERCIAL Y DE SERVICIOS,INMOVILIARIA AMATISTA,7700.0
PELSASPEYYARCL1710.0,PASAJE Y ANDADOR COMERCIAL,PASAJE LAS AGUILAS,1710.0
PALACAPEYYARCL4380.0,PASAJE Y ANDADOR COMERCIAL,PLAZUELA LA CANDELARIA,4380.0
MOPLZA11MOPO3410.0,MERCADO PUBLICO,MERCADO POSTAL ZONA 111,3410.0
nnnn1450.0,,,1450.0
nnnn1109.0,,,1109.0
nnnn10638.0,,,10638.0
nnnn1240.0,,,1240.0
PAZAPEYYARCL1710.0,PASAJE Y ANDADOR COMERCIAL,PLAZA ZAMORA,1710.0
nnnn1569.0,,,1569.0
nnnn1635.0,,,1635.0
nnnn2820.0,,,2820.0
PAPLDLLOCOYYPACL14110.0,CENTRO Y PLAZA COMERCIAL,PLAZA PEDREGAL DEL LAGO,14110.0
nnnn4944.0,,,4944.0
OROOCO1780.0,OTRO CONGLOMERADO,OLIVAR,1780.0
nnnn7109.0,,,7109.0
nnnn14449.0,,,14449.0
nnnn4920.0,,,4920.0
nnnn4389.0,,,4389.0
MOIA13MOPO3630.0,MERCADO PUBLICO,MERCADO INDEPENDENCIA 113,3630.0
CAMOPO9960.0,MERCADO PUBLICO,CANANEA,9960.0
MOFEAAOAMOPO13280.0,MERCADO PUBLICO,MERCADO FELIPE ASTORGA OCHOA,13280.0
COCLVANECOYYPACL7369.0,CENTRO Y PLAZA COMERCIAL,CENTRO COMERCIAL VISTA NORTE,7369.0
COILTOZAIL9220.0,ZONA INDUSTRIAL,COMPLEJO INDUSTRIAL TECNOLÓGICO,9220.0
CMISVSPEYYARCL7010.0,PASAJE Y ANDADOR COMERCIAL,CETRAM INDIOS VERDES,7010.0
PAGOCOYYPACL9100.0,CENTRO Y PLAZA COMERCIAL,PLAZA GUELATAO,9100.0
11PEYYARCL1030.0,PASAJE Y ANDADOR COMERCIAL,1531,1030.0
PACOHOCOYYPACL6020.0,CENTRO Y PLAZA COMERCIAL,PLAZA CENTRO HISTORICO,6020.0
OOCOSNNEOOCO11230.0,OTRO CONGLOMERADO,OTRO CONGLOMERADO SIN NOMBRE,11230.0
nnnn7501.0,,,7501.0
nnnn9081.0,,,9081.0
nnnn10340.0,,,10340.0
COCTPAASA.EOCLYYDESS11560.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CONDOMINIO CENIT PLAZA ARQUIMEDES A.C.,11560.0
MODESACAMOPO13120.0,MERCADO PUBLICO,MERCADO DE SANTA CATARINA,13120.0
nnnn12500.0,,,12500.0
PASSCOYYPACL11200.0,CENTRO Y PLAZA COMERCIAL,PLAZA SALINILLAS,11200.0
nnnn16866.0,,,16866.0
WKISOOCO3810.0,OTRO CONGLOMERADO,WEWORK INSURGENTES,3810.0
nnnn13526.0,,,13526.0
COnnnan,,COLO,
nnnn14610.0,,,14610.0
COPLSNALEOCLYYDESS1010.0,EDIFICIO COMERCIAL Y DE SERVICIOS,CENTRO PORTAL SAN ANGEL,1010.0
MOPOSOMAMOPO15530.0,MERCADO PUBLICO,MERCADO PUBLICO SEDECO MOCTEZUMA,15530.0
MO37AOMOPO16070.0,MERCADO PUBLICO,MERCADO 377 ANEXO,16070.0
PAGRCOYYPACL6880.0,CENTRO Y PLAZA COMERCIAL,PLAZA GRAFICOLOR,6880.0
nnnn6890.0,,,6890.0
MN29EOCLYYDESS15000.0,EDIFICIO COMERCIAL Y DE SERVICIOS,MORAZAN 239,15000.0
nnnn15219.0,,,15219.0
nnnn2450.0,,,2450.0
MOSALAMOPO2760.0,MERCADO PUBLICO,MERCADO SANTA LUCIA,2760.0
nnnn7680.0,,,7680.0
nnnn7660.0,,,7660.0
CODECOPRMLAAGZMOPO9208.0,MERCADO PUBLICO,CENTRO DE COMERCIO POPULAR MANUEL AGUILERA GOMEZ,9208.0
CLDEASLANAVACLDEAO9410.0,CENTRAL DE ABASTO,CENTRAL DE ABASTOS LA NUEVA VIGA,9410.0
MOAOMOPO2000.0,MERCADO PUBLICO,MERCADO AZCAPOTZALCO,2000.0
NOOOCO4369.0,OTRO CONGLOMERADO,NINGUNO,4369.0
nnnn6770.0,,,6770.0
nnnn7340.0,,,7340.0
nnnn10620.0,,,10620.0
nnnn9639.0,,,9639.0
MOEOCLYYDESS6400.0,EDIFICIO COMERCIAL Y DE SERVICIOS,MULTIESTABLECIMIENTO,6400.0
nnnn14734.0,,,14734.0
nnnn15650.0,,,15650.0
nnnn13278.0,,,13278.0
UDCCPEYYARCL2500.0,PASAJE Y ANDADOR COMERCIAL,UNIDAD CUITLAHUAC,2500.0
NOOOCO15530.0,OTRO CONGLOMERADO,NINGUNO,15530.0
NOOOCO6030.0,OTRO CONGLOMERADO,NINGUNO,6030.0
nnnn14760.0,,,14760.0
MOPOSOMOPO11290.0,MERCADO PUBLICO,MERCADO PUBLICO SEDECO,11290.0
nnnn2959.0,,,2959.0
MOUDHLSNJNDEANSC11MOPO7969.0,MERCADO PUBLICO,MERCADO UNIDAD HABITACIONAL SAN JUAN DE ARAGON SECC 1,7969.0
MODEGEMOPO9630.0,MERCADO PUBLICO,MERCADO DE GUADALUPE,9630.0
nnnn1514.0,,,1514.0
nnnn9340.0,,,9340.0
nnOOCO9750.0,OTRO CONGLOMERADO,,9750.0
ELCLMOPO7420.0,MERCADO PUBLICO,EL COYOL,7420.0
nnnn10920.0,,,10920.0
nnnn14476.0,,,14476.0
nnnn15780.0,,,15780.0
MOVAMOPO9300.0,MERCADO PUBLICO,MERCADO VICENTINA,9300.0
nnOOCO9578.0,OTRO CONGLOMERADO,,9578.0
nnnn13547.0,,,13547.0
nnnn2640.0,,,2640.0
nnnn7189.0,,,7189.0
NOESCOOOCO4910.0,OTRO CONGLOMERADO,NO ES CONGLOMERADO,4910.0
nnnn5400.0,,,5400.0
MOBAMOPO9860.0,MERCADO PUBLICO,MERCADO BELLAVISTA,9860.0
nnnn14647.0,,,14647.0
MOSODOLSRSMOPO4369.0,MERCADO PUBLICO,MERCADO SANTO DOMINGO LOS REYES,4369.0
nnnn11420.0,,,11420.0
MOGODEJZMOPO9208.0,MERCADO PUBLICO,MERCADO GUELATAO DE JUAREZ,9208.0
nnnn5266.0,,,5266.0
77DEDRMOPO9180.0,MERCADO PUBLICO,7 DE DICIEMBR,9180.0
MOPNnn15670.0,,METRO PANTITLAN,15670.0
nnnn13520.0,,,13520.0
NOESCOOOCO8100.0,OTRO CONGLOMERADO,NO ES CONGLOMERADO,8100.0
nnnn13525.0,,,13525.0
PAPESNAOCOYYPACL1180.0,CENTRO Y PLAZA COMERCIAL,PLAZA PARQUE SAN ANTONIO,1180.0
PSMOPO9670.0,MERCADO PUBLICO,PALMITAS,9670.0
UNDECSCADEGEMOPO7210.0,MERCADO PUBLICO,UNION DE COMERCIANTES CHALMA DE GUADALUPE,7210.0
MOACZAMOPO11370.0,MERCADO PUBLICO,MERCADO ANAHUAC ZONA,11370.0
nnnn13460.0,,,13460.0
nnnn8320.0,,,8320.0
nnnn14620.0,,,14620.0
NOOOCO9840.0,OTRO CONGLOMERADO,NINGUNO,9840.0
PATACOYYPACL1180.0,CENTRO Y PLAZA COMERCIAL,PLAZA TOLTECA,1180.0
PAPRCOYYPACL4800.0,CENTRO Y PLAZA COMERCIAL,PLAZA PREMIER,4800.0
nnnn14406.0,,,14406.0
GSSZMOPO7879.0,MERCADO PUBLICO,GERTRUDIS SANCHEZ,7879.0
MODEASYYCSMSDESNJNSNJNDSMOPO6070.0,MERCADO PUBLICO,MERCADO DE ARTESANIAS Y CURIOSIDADES MEXICANAS DE SAN JUAN SAN JUAN DELICIAS,6070.0
EOCLYYDESSSNNEEOCLYYDESS6100.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,6100.0
JECOEOCLYYDESS1210.0,EDIFICIO COMERCIAL Y DE SERVICIOS,JOSE CUERVO,1210.0
nnEOCLYYDESS3660.0,EDIFICIO COMERCIAL Y DE SERVICIOS,,3660.0
nnnn16830.0,,,16830.0
MORNCAN5MOPO7800.0,MERCADO PUBLICO,MERCADO RAMON CORONA NUMERO45,7800.0
nnnn14320.0,,,14320.0
MOLSASMOPO9830.0,MERCADO PUBLICO,MERCADO LOS ANGELES,9830.0
EOZAMOPO9210.0,MERCADO PUBLICO,EMILIANO ZAPATA,9210.0
nnnn16840.0,,,16840.0
RO26PEYYARCL3500.0,PASAJE Y ANDADOR COMERCIAL,ROMERO 26,3500.0
nnnn2270.0,,,2270.0
MON.14SARADELAMOPO7620.0,MERCADO PUBLICO,MERCADO NO. 164 SANTA ROSA DE LIMA,7620.0
PACLMOCOYYPACL6000.0,CENTRO Y PLAZA COMERCIAL,PLAZA COMERCIAL MADERO,6000.0
MOLAMAMOPO3510.0,MERCADO PUBLICO,MERCADO LA MODERNA,3510.0
MO19SAMANSMOPO3240.0,MERCADO PUBLICO,MERCADO 119 SANTA MARIA NATIVITAS,3240.0
PNDELSBSMOPO15520.0,MERCADO PUBLICO,PEÑON DE LOS BAÑOS,15520.0
RLDECNCOYYPACL4620.0,CENTRO Y PLAZA COMERCIAL,REAL DE COYOACAN,4620.0
SNASTCMOPO14400.0,MERCADO PUBLICO,SAN ANDRES TOTOLTEPEC,14400.0
MO54MOPO7810.0,MERCADO PUBLICO,MERCADO 54,7810.0
MOLOMOPO3500.0,MERCADO PUBLICO,MERCADO LAGO,3500.0
nnnn9888.0,,,9888.0
MO10SNJNAOMOPO6220.0,MERCADO PUBLICO,MERCADO 110 SAN JOAQUIN ANEXO,6220.0
nnOOCO13093.0,OTRO CONGLOMERADO,,13093.0
PADEEOCLYYDESS6000.0,EDIFICIO COMERCIAL Y DE SERVICIOS,PLAZA DIAMANTE,6000.0
EOMAEOCLYYDESS6050.0,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO MIRANDA,6050.0
nnnn14608.0,,,14608.0
CCMOPO9760.0,MERCADO PUBLICO,CUAUHTEMOC,9760.0
28DEJOMOPO9227.0,MERCADO PUBLICO,28 DE JULIO,9227.0
nnnn5530.0,,,5530.0
PAIA77PEYYARCL6080.0,PASAJE Y ANDADOR COMERCIAL,PLAZA ISABELA 77,6080.0
PADLSLFNCRCOYYPACL6020.0,CENTRO Y PLAZA COMERCIAL,PLAZA DEL SOL FASHION CENTER,6020.0
nnnn3110.0,,,3110.0
PAMADLSRMOPO14370.0,MERCADO PUBLICO,PLAZA MEXICANA DEL SUR,14370.0
TNCRELROCOYYPACL2100.0,CENTRO Y PLAZA COMERCIAL,TOWN CENTER EL ROSARIO,2100.0
MO39ANSNMSMOPO16038.0,MERCADO PUBLICO,MERCADO 379 AMPLIACION SAN MARCOS,16038.0
