ID Tipo Delito,delito,categoria,competencia
PNDEVORODODEBOIOFOCN,POSESION DE VEHICULO ROBADO,DELITO DE BAJO IMPACTO,FUERO COMUN
RODEMASNVARODEVOCNYYSNVAFOCN,ROBO DE MAQUINARIA SIN VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,FUERO COMUN
TADERODODEBOIOIA,TENTATIVA DE ROBO,DELITO DE BAJO IMPACTO,INCOMPETENCIA
EODODEBOIOIA,ESTUPRO,DELITO DE BAJO IMPACTO,INCOMPETENCIA
ROAAPOENASFOCNVADODEBOIOIA,ROBO A PASAJERO EN AUTOBÃS FORÃNEO CON VIOLENCIA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
ROAAPOENESSNVADODEBOIOFOCN,ROBO A PASAJERO EN ECOBUS SIN VIOLENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
TADESODODEBOIOIA,TENTATIVA DE SUICIDIO,DELITO DE BAJO IMPACTO,INCOMPETENCIA
RNUADODEBOIOFOCN,REGULACIÃN URBANA,DELITO DE BAJO IMPACTO,FUERO COMUN
PADODEBOIOIA,PORNOGRAFÃA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
VNDELAIDDODEBOIOFOCN,VIOLACION DE LA INTIMIDAD,DELITO DE BAJO IMPACTO,FUERO COMUN
CNDODEBOIOFOCN,CONCUSION,DELITO DE BAJO IMPACTO,FUERO COMUN
ROAANOCNVAROAANOCNVAIA,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,INCOMPETENCIA
EODODEBOIOIA,ENCUBRIMIENTO,DELITO DE BAJO IMPACTO,INCOMPETENCIA
LAANDEJADODEBOIOIA,LA ADMINISTRACION DE JUSTICIA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
RODEVODESOPOSNVARODEVOCNYYSNVAIA,ROBO DE VEHICULO DE SERVICIO PÃBLICO SIN VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,INCOMPETENCIA
"ENLLDEM,PSCNDDFAOOMLYYASMSDODEBOIOFOCN","EXPLOTACIÃN LABORAL DE MENORES, PERSONAS CON DISCAPACIDAD FÃSICA O MENTAL Y ADULTOS MAYORES",DELITO DE BAJO IMPACTO,FUERO COMUN
RODEAADODEBOIOIA,ROBO DE ARMA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
RODEVODESODETECNVARODEVOCNYYSNVAFOCN,ROBO DE VEHICULO DE SERVICIO DE TRANSPORTE CON VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,FUERO COMUN
ROAATEYYVOCNVADODEBOIOFOCN,ROBO A TRANSEUNTE Y VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
DOENPDAACADODEBOIOIA,DAÃO EN PROPIEDAD AJENA CULPOSA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
PADELAVAPREOHONODOHONODO,PERDIDA DE LA VIDA POR ENVENENAMIENTO,HECHO NO DELICTIVO,HECHO NO DELICTIVO
ENDEPSDODEBOIOIA,EVASION DE PRESOS,DELITO DE BAJO IMPACTO,INCOMPETENCIA
ROAATEENTLDEPSCNVADODEBOIOFOCN,ROBO A TRANSEUNTE EN TERMINAL DE PASAJEROS CON VIOLENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
DODODEBOIOIA,DESPOJO,DELITO DE BAJO IMPACTO,INCOMPETENCIA
POOOSOSOIA,PLAGIO O SECUESTRO,SECUESTRO,INCOMPETENCIA
HOCOPRTOVR()DODEBOIOIA,HOMICIDIO CULPOSO POR TRÃNSITO VEHICULAR (CAIDA),DELITO DE BAJO IMPACTO,INCOMPETENCIA
DODODEBOIOFOCN,DESACATO,DELITO DE BAJO IMPACTO,FUERO COMUN
LSCSCNESDERDDODEBOIOFOCN,LESIONES CULPOSAS CON EXCLUYENTES DE RESPONSABILIDAD,DELITO DE BAJO IMPACTO,FUERO COMUN
RODECSDETSSVDODEBOIOIA,ROBO DE CONTENEDORES DE TRAILERS S/V,DELITO DE BAJO IMPACTO,INCOMPETENCIA
DOENPDAACAPRTOVRAAVSDECNDODEBOIOIA,DAÃO EN PROPIEDAD AJENA CULPOSA POR TRÃNSITO VEHICULAR A VIAS DE COMUNICACION,DELITO DE BAJO IMPACTO,INCOMPETENCIA
ROAANOSNVADODEBOIOIA,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,INCOMPETENCIA
ROAAPOAABODECSCNVADODEBOIOFOCN,ROBO A PASAJERO A BORDO DE CABLEBUS CON VIOLENCIA,DELITO DE BAJO IMPACTO,FUERO COMUN
RODEMAENCSENÃSFSDODEBOIOFOCN,ROBO DE MERCANCIA EN CONTENEDEROS EN ÃREAS FEDERALES,DELITO DE BAJO IMPACTO,FUERO COMUN
FDAEASDODEBOIOIA,FALSEDAD ANTE AUTORIDADES,DELITO DE BAJO IMPACTO,INCOMPETENCIA
P.ILDELAL.YYRODEVODODEBOIOIA,PRIV. ILEGAL DE LA LIB. Y ROBO DE VEHICULO,DELITO DE BAJO IMPACTO,INCOMPETENCIA
"NOPNCNFSDEV,COYYSODODEBOIOIA","NARCOMENUDEO POSESIÃN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,INCOMPETENCIA
TADEPSDODEBOIOIA,TRATA DE PERSONAS,DELITO DE BAJO IMPACTO,INCOMPETENCIA
ENDEMSDODEBOIOIA,EXPOSICION DE MENORES,DELITO DE BAJO IMPACTO,INCOMPETENCIA
VNEAPRCOVNIA,VIOLACION EQUIPARADA POR CONOCIDO,VIOLACIÃN,INCOMPETENCIA
DSESDODEBOIOIA,DELITOS ELECTORALES,DELITO DE BAJO IMPACTO,INCOMPETENCIA
"ROSVDODEN,A,CADODEBOIOIA","ROBO S/V DENTRO DE NEGOCIOS, AUTOSERVICIOS, CONVENIENCIA",DELITO DE BAJO IMPACTO,INCOMPETENCIA
"RODEVOENP,TRYYASCVRODEVOCNYYSNVAIA","ROBO DE VEHICULO EN PENSION, TALLER Y AGENCIAS C/V",ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,INCOMPETENCIA
UOIODEASYYFSDODEBOIOIA,USO INDEBIDO DE ATRIBUCIONES Y FACULTADES,DELITO DE BAJO IMPACTO,INCOMPETENCIA
