id,clee,nom_estab,raz_social,codigo_act,telefono,correoelec,latitud,longitud,fecha_alta,ID Centro comercial,ID Municipio
8725315,09017467111003641000000000U4,TLAPALERIA Y FERRETERIA DE LA PUERTA 15,,467111,5567085304.0,,19.41591163,-99.10124321,2019-11,nnnn15900.0,9017
9138328,09015541110022991000000000S6,ENLACE JURIDICO,FIDUCIA SISTEMA AVANZADO DE MEXICO ,541110,,,19.41960402,-99.14890132,2019-11,nnnn6720.0,9015
7299314,09010461122005201000000000U3,POLLERIA EL CARTEL DE LOS POLLOS,,461122,,,19.37232098,-99.21394448,2019-11,nnnn1408.0,9010
693177,09016461122002181000000000U7,POLLERIA Y ROSTICERIA LA VICTORIA,,461122,5555162314.0,,19.40171048,-99.17443625,2014-12,nnnn11800.0,9016
1035067,09010311830000201000000000U8,TORTILLERIA SANTO NIÑO DE PRAGA,,311830,,,19.36062289,-99.23488441,2010-07,nnnn1550.0,9010
8488656,09014624411000753000000000S1,GUARDERIAS BABY STAR,GUARDERIAS BABY STAR SC,624411,,DIRECCION-DELVALLE@GUARDERIAS-BABYSTAR.COM,19.37746483,-99.17279374,2019-11,nnnn3200.0,9014
1054583,09010461110033081000000000U0,TIENDA NIRVANA,,461110,,,19.38551542,-99.20373297,2014-12,nnnn1280.0,9010
6258393,09010713291000251000003938S2,LOTOPRO,LOTOPRO SA DE CV,713291,,NOR_DRI@HOTMAIL.COM,19.33620219,-99.22769368,2012-06,CLMACOYYPACL1770.0,9010
6898243,09016522110011561000000000U1,BANORTE/IXE,BANCO BANORTE IXE ,522110,,,19.42796,-99.20533,2019-04,nnnn11000.0,9016
828292,09007813210002241001000000U6,CORAZON SACRANTISIMO DE JESUS,ARQUIDIOCESIS DE MEXICO AR,813210,5556420719.0,,19.33991214,-99.02928299,2010-07,nnnn9730.0,9007
8529800,09004465211000211000000000U7,PELICULAS,,465211,,,19.34335244,-99.28019429,2019-11,nnnn5600.0,9004
9162576,09005722514011461000000000U8,TORTERIA LA TORTA NOSTRA,,722514,,,19.49231512,-99.08754828,2019-11,nnnn7420.0,9005
737038,09007461122014621000000000U7,POLLERIA LAS CUATRO ESQUINAS,,461122,,,19.32572179,-99.04853238,2014-12,nnnn9708.0,9007
746056,09017465313000331000000000U9,PUESTO DE PERIODICO,,465313,,,19.424776,-99.11476892,2010-07,nnnn15900.0,9017
8277999,09005465912008951000000000U0,REGALOS LA FE EN DIOS,,465912,,,19.4678122,-99.08330449,2019-11,nnnn7950.0,9005
6813768,09010462112002051000044632M5,TIENDAS BARA BARA,TIENDAS BARA BARA SA DE CV,462112,5551885593.0,CONTACTO@TIENDASBARABARA.COM.MX,19.33759918,-99.22592515,2017-11,nnnn1780.0,9010
738532,09017465212003322011000000U9,JUGUETES Y GLOBOS LORI,,461160,,GTE_ZARAGOZA@LORI.COM.MX,19.41138187,-99.08072968,2010-07,nnnn15740.0,9017
1017720,09015811219000271000000000U1,TALLER DE APARATOS DE MEDICION SERVICIO INSTRUMENTOS MUSICALEA,,811219,5557096422.0,,19.42813313,-99.13989973,2010-07,nnnn6010.0,9015
1048567,09011461110001361000000000U2,TIENDA DE ABARROTES ANA LILIA,,461110,,,19.29173651,-99.04622221,2010-07,nnnn13200.0,9011
952248,09014722515001081000000000U5,PUESTO DE JUGOS EL ENCUENTRO,,722515,,,19.37151924,-99.16469897,2010-07,nnnn3100.0,9014
6861422,09004541610000567001000000U3,ADMINISTRACIÓN SF DE QUINTANA ROO,ADMINISTRACION SF DE QUINTANA ROO S DE RL DE CV,541610,,,19.35916838,-99.27858073,2019-04,COOEOOOEEOCLYYDESS5348.0,9004
1045513,09015464113003721000000000U7,PRODUCTOS NATURISTAS SIN NOMBRE,,464113,,,19.45209467,-99.16044651,2014-12,MOLADAMOPO6400.0,9015
891165,09015466212018381000000000U1,EASY CEL,,466212,,,19.43146208,-99.14115849,2014-12,PADELATACOYYPACL6007.0,9015
685081,09016323119002151000000000U4,SERIGRAFÍA INTEGRAL,,323119,,,19.45096572,-99.17971199,2014-12,nnnn11400.0,9016
991158,09015722219025392001000000U4,FU SHENG,,722511,,Y1985Y2003@HOTMAIL.COM,19.43459108,-99.14012311,2010-07,55DEMO77EOCLYYDESS6000.0,9015
651222,09005461110044501000000000U4,ABARROTES MOCTEZUMA,,461110,5510514681.0,,19.52235675,-99.14438905,2010-07,nnnn7279.0,9005
7665333,09011468311000161000000000U4,TALLER DE MOTOS,,468311,,,19.22528374,-98.96234258,2019-11,nnnn13600.0,9011
846388,09017523122000312000000000U4,STEEL AND GOLD EXCHANGE,CENTRO CAMBIARIO STEEL AND GOLD SA DE CV,523122,,,19.41828,-99.0793346,2014-12,AOILDELACDDEMOBOJZAO15620.0,9017
7613446,09011811499001901000000000U9,TALLER DE COSTURA,,811499,,,19.29052393,-99.00956988,2019-11,nnnn13450.0,9011
823180,09007621111000271000000000U7,MEDICO GENERAL,,621111,5554267876,,19.32802495,-99.07746654,2010-07,nnnn9860.0,9007
703298,09017434240000151000000000S4,PLASTICOS ALEXIS,,434240,,PLASTICOSALEXISM1@GMAIL.COM,19.42333233,-99.12220907,2014-12,nnnn15100.0,9017
8629418,09017461110036351000000000U9,MINI SUPER EL CHINO,MINI SUPER EL CHINO SA DE CV,461110,,,19.40850708,-99.1135441,2019-11,PEYYARCLSNNEPEYYARCL15900.0,9017
1025910,09015812130001531000000000U5,SANITARIOS PUBLICOS,,812130,5555226899.0,,19.43125457,-99.1296706,2010-07,nnnn6060.0,9015
643246,09002532291000121010000000U3,BANQUETES Y ALQUILERES ROJAS,,722320,5523219699.0,,19.48356839,-99.20113253,2010-07,nnnn2480.0,9002
9268583,09011812110014581000000000U6,APLICACION DE UÑAS DUAL NERI,,812110,,,19.29674585,-99.03045688,2020-11,nnnn13360.0,9011
961711,09014339111000232000000000U8,PLASTICOS PROTESICOS,PLASTICOS PROTESICOS SA,339113,5555759277,,19.38218769,-99.15554586,2010-07,nnnn3600.0,9014
6818913,09003522110004321000000000U7,CAJERO AUTOMÁTICO BANCOPPEL,BANCO BANCOPPEL ,522110,,,19.3120349,-99.1238943,2018-03,nnnn4800.0,9003
9294750,09002518210000053000000000U6,ZONA ZERO,ZONA ZERO ,518210,,,19.50302435,-99.20521223,2020-11,TNCRELROnnnan,9002
1025676,09008611512000032000000000U2,CASI CENTRO DE ACTIVIDAD SOCIAL INFANTIL SAN BERNABE,ALCALDIA LA MAGDALENA CONTRERAS ,611699,,,19.31328917,-99.25764164,2010-07,nnnn10300.0,9008
6324644,09007462210000236002002484S2,SANBORNS PLAZA CENTRAL,SANBORNS HERMANOS SA,462210,,GUZMANR@SANBORNS.COM.MX,19.37757363,-99.09627969,2012-06,CLDEASCLDEAO9500.0,9007
691180,09016435411000674011037900S3,DATA IQ SA DE CV,DATA IQ SA DE CV,541510,,IVANLOPEZ@DATAIQ.COM.MX,19.42956242,-99.20383015,2014-12,nnnn11000.0,9016
1024078,09008621511000041000000000U3,CENTRO BIOMÉDICO DE DIAGNÓSTICO,,621511,5555858302.0,,19.31827206,-99.2466462,2010-07,nnnn10340.0,9008
8484954,09015465215009862000000000U5,TIENDA DE ROPA DEPORTIVA SIN NOMBRE,,465215,,,19.44330181,-99.12875724,2019-11,SNNECOYYPACL6200.0,9015
9061949,09005541941003241000000000U8,CONSULTORIO VETERINARIO,,541941,,,19.49831681,-99.09382278,2019-11,nnnn7040.0,9005
826573,09007461110047011010000000U7,BALEROS AUTOMOTRICES E INDUSTRIALES,,468211,5539972138.0,CONSUDOCADENA@HOTMAIL.COM,19.35023752,-99.01789866,2010-07,nnnn9500.0,9007
9203070,09007311812012522000000000U7,PANADERIA ESTRELLITA,,311812,,,19.34953252,-99.08444395,2019-11,nnnn9830.0,9007
652232,09002467115000581000000000U8,ECONOCLEAN ARTICULOS DE LIMPIEZA,,467115,,,19.47821144,-99.21149612,2010-07,nnnn2750.0,9002
9110624,09011468211002891000000000U6,VENTA DE REFACCIONES NISSAN ZAP,,468211,,TSURUREFACCIONESZAP@HOTMAIL.COM,19.30353966,-99.05686426,2019-11,nnnn13210.0,9011
698200,09017541910000054001000000U8,ESTUDIOS DE TRANSPORTE URBAN DATA SC,,541910,,,19.40910612,-99.08253408,2014-12,nnnn15020.0,9017
984372,09015722412000991000000000U3,PULQUERIA LA ANTIGUA ROMA,,722412,,,19.43961346,-99.13734524,2010-07,nnnn6000.0,9015
933236,09014812310000183001000000S7,AGENCIA FUNERARIA GAYOSSO,AGENCIA FINANCIERA GAYOSSO SA DE CV,812310,,GDV685_MEXICO@GAYOSSO.COM,19.37613851,-99.17798058,2014-12,nnnn3200.0,9014
738007,09017621331000192001000000U8,CULTURA E IGUALDAD PRO DERECHOS HUMANOS,CULTURA E IGUALDAD PRO DERECHOS HUMANOS AC,813230,5557843160.0,PDH.UCA@HOTMAIL.COM,19.41810891,-99.08581383,2010-07,nnnn15700.0,9017
6259244,09016511210000073101000000U1,CONSIST MEXICO,CONSIST MEXICO SA DE CV,511210,,VORTIZ@CONSIST.COM.MX,19.39473799,-99.1737085,2010-07,nnnn3900.0,9014
711985,09007811111012231000000000U7,MECANICA EN GENERAL,,811111,,,19.37091227,-99.13397274,2014-12,nnnn9440.0,9007
655836,09017461121001891000000000U2,TOCINERIA,,461121,,,19.44388812,-99.09999785,2010-07,MOROROMOPO15400.0,9017
1021060,09010311830002261000000000U0,TORTILLERIA LE ESPERANZA,,311830,,,19.40104681,-99.20109661,2010-07,nnnn1120.0,9010
910767,09003312112000911000000000U9,AQUA CLYVA,,312112,5556190673.0,,19.32225757,-99.16051688,2014-12,nnnn4300.0,9003
7744232,09015463215021671000000000U6,TIENDA DE BISUTERIA YUAN LIN,TIENDA DE BISUTERIA YUAN LIN ,463215,,,19.44011839,-99.12649166,2019-11,PAYYPA13COYYPACL6010.0,9015
9071774,09004722320000051000000000U5,BANQUETES BOSQUES,,722320,,,19.39722535,-99.2583023,2019-11,nnnn5129.0,9004
9111270,09015339113002211000000000U3,VICELADO DON CHAVA,,339113,,,19.43495148,-99.13702297,2019-11,EODNCSEOCLYYDESS6000.0,9015
9134044,09007811219003831000000000U6,TAXIMETROS UNION,,811219,555610328821.0,,19.34818105,-99.06131574,2019-11,nnnn9260.0,9007
1016040,09015466112004361010000000U1,VENTA DE ELECTRÓNICA,,468211,,,19.42943352,-99.14142532,2010-07,PAMECOYYPACL6010.0,9015
8782511,09007465311041541000000000U9,PAPELERIA Y REGALOS LOS CACHORRITOS,,465311,,,19.32309743,-99.03276765,2019-11,nnnn9700.0,9007
846135,09016461130001111000000000U8,FRUTAS Y LEGUMBRES,,461130,,,19.46121177,-99.19167051,2010-07,MOPOSOMOPO11290.0,9016
9131629,09010811123000023000000000S1,BODEGA DE BLINDAJE BASLLISTIC TECHNOLOGY  BLINDAJECONFUABLE,BASLLISTIC GROUP SA DE CV,811123,,,19.37167768,-99.20389286,2019-11,nnnn1470.0,9010
776243,09016461130002511000000000U8,VENTA DE FRUTAS Y VERDURAS FRESCAS,,461130,,,19.40223507,-99.17780457,2010-07,MOENMOPO11800.0,9016
748711,09005465311015191000000000U9,PAPELERIA ANGIE,,465311,,,19.4870415,-99.10579309,2010-07,nnnn7070.0,9005
8007678,09015315999000212000000000U3,PRINMEX IMPERMEABLES,,315999,5545549022.0,VENTAS@PRINMEX.COM,19.45360778,-99.15676304,2019-11,nnnn6400.0,9015
6870879,09016561110004362000000000U5,CONTROL Y SISTEMAS AZ,CONTROL Y SISTEMAS AZ SA DE CV,561110,,APADILLA@GAMSA.COM.MX,19.4204291,-99.218415,2019-04,nnnn11000.0,9016
7905020,09007722519008401000000000U4,JUGOS Y COCTELES,,722519,,,19.35589563,-99.06815639,2019-11,nnnn9240.0,9007
1059197,09011522110000071000013860S5,BANAMEX LOS OLIVOS,BANCO NACIONAL DE MÉXICO S A INTEGRANTE DEL GRUPO FINANCIERO BANAMEX SA,522110,,,19.30448873,-99.06047344,2011-03,nnnn13210.0,9011
787998,09005461160000251000000000U3,DULCERIA CANDY BOOM,,461160,,,19.4677226,-99.10702195,2010-07,nnnn7850.0,9005
8680556,09002722514002631000000000U4,TAQUERIA EL MORENO,,722514,,,19.45993608,-99.16576228,2019-11,nnnn2800.0,9002
880457,09015461110002451000000000U1,DESECHABLES MATERIAS PRIMAS MARIA JOSE,,465914,,,19.443508,-99.14636543,2010-07,nnnn6300.0,9015
836403,09007811119000171000000000U2,SERVICIO DE MOFLES GONZÁLEZ,,811119,5520360673.0,,19.30664003,-99.07806595,2010-07,nnnn9920.0,9007
9268442,09010466312002211000000000U7,FLORERIA TECATITLAN,,466312,,,19.36667365,-99.20511339,2020-11,nnnn1480.0,9010
804076,09006339914000041000000000U6,TALLER Y REPARACIONES DE ALFARERIA,,339914,,,19.39665917,-99.08085662,2014-12,nnnn8500.0,9006
6719802,09007722517003713010018998S1,LITLE CAESARS PIZZA,AFICIONADOS DE PIZZAS SA DE CV,722516,,,19.38112969,-99.07979989,2016-01,nnnn9410.0,9007
8596357,09005465311027001000000000U6,PAPELERIA  SIN NOMBRE,,465311,,,19.55190031,-99.12645368,2019-11,nnnn7150.0,9005
7737326,09007467111016661000000000U8,TLAPALERIA,,467111,,,19.36461013,-99.05026539,2019-11,nnnn9209.0,9007
694295,09017621211004351000000000U0,CONSULTORIO DENTAL,,621211,,DRMIGUELANGELSANCHEZ@GMAIL.COM,19.43908092,-99.11167109,2014-12,nnnn15340.0,9017
6325184,09015721112000701001000000U3,HOTEL AMPUDIA,,721112,,,19.42704526,-99.12551867,2010-07,nnnn6090.0,9015
916860,09012463212000241000000000S7,TIENDA DE ROPA BETSYKA KIDS,,463212,,,19.26788971,-99.17084937,2014-12,nnnn14650.0,9012
836473,09007465311012291000000000U6,PAPELERIA Y REGALOS ADIS,,465311,5558503438.0,,19.31159195,-99.07927725,2010-07,nnnn9910.0,9007
7805139,09010812110017102000000000U0,STEP BEAUTY,STEP BEAUTY SA DE CV,812110,,,19.35467217,-99.18498916,2019-11,nnnn1020.0,9010
839272,09007315225001491000000000U9,COSTURAS,,315225,,,19.30433481,-99.07513409,2014-12,nnnn9900.0,9007
815068,09005811119000351000000000U4,MOFLES DOMÍNGUEZ,,811119,,,19.47039057,-99.07986029,2010-07,nnnn7950.0,9005
9322897,09010561330000853000000000U0,SUMANT,SUMANT SA DE CV,561990,,,19.37751422,-99.25152565,2020-11,nnnnnan,9010
7793342,09007722513015071000000000U9,CARNITAS LOS GALLOS,,722513,5561230949.0,,19.34476689,-99.10778633,2019-11,nnnn9840.0,9007
881580,09004466212000111000000000U6,TELCEL CUAJIMALPA,,466212,5558139296.0,,19.35366418,-99.30106901,2011-03,nnnnnan,9004
8272474,09005463218000301000000000U0,SOMBREROS ISABEL MEJIA,,463218,,,19.48667338,-99.1140809,2019-11,PERAPLLOOEDELABAPEYYARCL7050.0,9005
889455,09015463310022011000000000U3,ZAPATERIA KARELA,,463310,5548326427.0,,19.43168927,-99.12718856,2014-12,nnnn6000.0,9015
786015,09007621211001181000000000U5,CONSULTORIO DENTAL SIN NOMBRE,,621211,5566473962.0,,19.37083922,-99.06652869,2010-07,nnnn9310.0,9007
7905141,09007621211014381000000000U6,CONSULTORIO DENTAL SIN NOMBRE,,621211,,,19.3591509,-99.07427512,2019-11,nnnn9360.0,9007
974594,09003722219002881000000000U9,ANTOJITOS LA GUERA,,722513,,,19.33772638,-99.11907892,2010-07,EOCLYYDESSSNNEEOCLYYDESS4260.0,9003
689796,09016561620000461001000000U7,ENAGAS INTERNACIONAL,ENAGAS INTERNACIONAL SA DE CV,561620,5552821794.0,YIESCAMILLA@ENAGAS.COM,19.42820837,-99.20000351,2014-12,nnnn11530.0,9016
1032645,09013461110002011000000000U8,TIENDA DE ABARROTES VICO,,461110,,,19.2426422,-99.11291197,2014-12,nnnn16300.0,9013
8736739,09013466312034861000000000U5,JARDINERIA HERRERIA ALVAREZ,,466312,5547677170,,19.29979101,-99.10016239,2019-11,MODEPSCOMOPO16036.0,9013
812444,09005461110045691000000000U2,ABARROTES LA MICHOACANA,,461110,,,19.48414614,-99.06585329,2010-07,nnnn7550.0,9005
9085427,09005461160013201000000000U3,DULCES Y REGALOS GUERRITAS,,461160,,,19.47034134,-99.06886871,2019-11,nnnn7918.0,9005
9010340,09007722516001051000000000U0,ANTOJITOS Y QUESADILLAS GUADALUPE,,722516,,,19.36077359,-99.09149833,2019-11,"UNCCT,BROOPA9000.0",9007
6861302,09010467111004014010000000U8,ACEROS LA BRECHA,ACEROS LA BRECHA  ,434221,,PROVEEDORES@LABRECHA.COM.MX,19.55638681,-99.12441574,2019-04,nnnn7150.0,9005
651132,09017466114002421000000000U7,DISTRIBUIDORA DE FABRICA ANFORA,,466114,5560709384.0,ANFORASOLARES@YAHOO.COM.MX,19.4400399,-99.09909506,2010-07,nnnn15400.0,9017
6886623,09013464121000531001003399S1,SUNGLASS HUT,SUNGLASS HUT DE MEXICO SAPI DE CV,464121,,,19.42914729,-99.1619846,2019-04,nnnn6600.0,9015
8711694,09011624191001861000000000U5,GRUPO DE ALCOHOLICOS ANONIMOS CLEVELAND SUR 4TO Y 5TO PASO,ALCOHOLICOS ANONIMOS AC,624191,,,19.29789169,-99.04389706,2019-11,nnnn13200.0,9011
987118,09003812110007721000000000U4,ESTETICA NELY,,812110,5530621946.0,,19.31063088,-99.11107811,2014-12,nnnn4939.0,9003
8126433,09016811499002231000000000U9,HOJAL Y BOTON COMPOSTURA DE ROPA,,811499,5541440616.0,,19.40066057,-99.17169111,2019-11,nnnn11800.0,9016
644208,09017463310006671000000000U0,ZAPATERIA WUINS LOC 44,,463310,,,19.45201944,-99.11129017,2010-07,nnnn15310.0,9017
826635,09007434223001862000000000M2,TODO EMPAQUE Y MAS,,434223,,SILVIA_TODOEMPAQUEYMAS@HOTMAIL.COM,19.35636212,-99.02204238,2010-07,nnnn9560.0,9007
718995,09007461130045531000000000U4,VENTA DE VERDURAS SIN NOMBRE,,461130,,,19.37701039,-99.08880378,2014-12,CLDEAOFSYYHSCLDEAO9410.0,9007
924168,09010434311000372001000000U0,RECICLADORA COMPRA VENTA FIERRO VIEJOS,,434311,5556644366.0,FERNANDADANIELA.H@HOTMAIL.COM,19.37240751,-99.21065016,2014-12,nnnn1400.0,9010
6889699,09007522110005991000000000U7,BBVA BANCOMER,BANCO BBVA BANCOMER ,522110,,,19.343973,-99.028502,2019-04,nnnn9570.0,9007
8616257,09015541941001501000000000U6,MEDIC ZOO,,541941,,,19.40948606,-99.14520666,2019-11,nnnn6720.0,9015
954815,09015463211007671010050638S3,DISTRIBUIDORA FANSEL,DISTRIBUIDORA FANCEL SA DE CV,432120,5555190417,JOSE@DISTRIBUIDORAFANSEL.COM,19.40427265,-99.1399051,2010-07,nnnn6880.0,9015
6265447,09007431121000151001011230S0,PROMOTORA COMERCIAL ALPRO CIUDAD DE MEXICO,PROMOTORA COMERCIAL ALPRO S DE RL DE CV,431121,,EACOSTA@NORSON.NET,19.3909017,-99.05774742,2010-07,nnnn9210.0,9007
790663,09007461110095501000000000U8,ABARROTES LA ESPERANZA,,461110,,,19.35635085,-99.06130426,2010-07,nnnn9200.0,9007
769979,09007461150003791000000000U2,CREMERIA LA MANZANITA,,461150,5565541299.0,,19.38136192,-99.03636455,2010-07,MONSHSMOPO9230.0,9007
746250,09007466312001001000000000U9,VENTA DE FLOR LOCAL 216,,466312,,,19.37639809,-99.08982342,2014-12,MODEFSYYHSCLDEAO9410.0,9007
755212,09016811499000601000000000U5,SASTRERIA DANDYS,,811499,,,19.45934769,-99.18751743,2010-07,PESNPOPEYYARCL11400.0,9016
862793,09012461110006481010000000U1,CREMERIA LOS FANTAMAS,,461150,,,19.29974312,-99.10321154,2010-07,MOHOPO33MOPO14330.0,9012
785286,09005624191002273000000000S4,CENTROS DE REHABILITACION PERA ADICCIONES,CENTROS DE REHABILITACION PARAADICCIONES ALCOHOLISMO Y DROGADICCION AC,624191,5513230504.0,,19.46712692,-99.12345495,2010-07,nnnn7840.0,9005
815831,09005722212025332001000000U6,PIZZAS BANG BANG,,722517,,,19.47288057,-99.06871988,2010-07,nnnn7918.0,9005
905481,09003722219001001000000000U5,TAQUERIA,,722514,5527034124.0,,19.34940447,-99.14722858,2014-12,MO11COMOPO4120.0,9003
8564292,09010813230000731000000000U0,FUNDACION MEXICANA PARA NIÑOS CON LABIO Y PALADAR HENDIDO,FUNDACION MEXICANA PARA NIÑOS CON LABIO Y PALADAR HENDIDO AC,813230,,FUNDACION.LPH@GMAIL.COM,19.36226334,-99.18256861,2019-11,nnnn1030.0,9010
835178,09007467115012841000000000U1,JARCIERÍA OLFA Y OMEGA,,467115,,,19.3200107,-99.04700431,2010-07,nnnn9750.0,9007
644477,09002812990000221000000000U9,VETERINARIA ÁQUILES,,541941,,,19.48781806,-99.1927966,2010-07,nnnn2460.0,9002
977950,09015463211016711000000000U6,TIENDA DE ROPA GREY MAX,GREY MAX SA DE CV,463211,,,19.43629503,-99.1250619,2010-07,nnnn6010.0,9015
977225,09015461110012381000000000U8,TIENDA FANY,,461110,5545877897.0,,19.43560754,-99.12674039,2010-07,nnnn6000.0,9015
6867883,09002722511001585000003437S9,HOOTERS VALLEJO,HOOTERS DE MEXICO SA DE CV,722511,,HOOTERSDIA@DIAL.COM.MX,19.48715248,-99.15141267,2019-04,pevavoCOYYPACL2340.0,9002
6956494,09005711131000112000000000U6,MARIACHI REAL DE MEXICO,,711131,5528500617,,19.46978947,-99.07962169,2019-11,nnnn7910.0,9005
6308310,09006316212000011010003085S5,LOSETAS ASFALTICAS,LOSETAS ASFALTICAS S DE RL DE CV,327999,,JAGUIRRE@VINYLASA.COM.MX,19.40270949,-99.11125231,2010-07,nnnn8400.0,9006
721421,09007466319001201000000000U0,RECUERDOS,,466319,,,19.3598884,-99.0910627,2014-12,nnnn9000.0,9007
9377404,09003468311000391000000000U4,MOTOREFACCIONES SAKI,,468311,,,19.34499368,-99.18119082,2021-11,EOOOUDEOCLYYDESSnan,9003
880380,09015461140001451000000000S9,VENTA DE CHILES SECOS SIN NOMBRE,,461140,,,19.44491385,-99.1444497,2010-07,MZDELATEMOPO6300.0,9015
6324919,09016462112000521001003320S6,EXTRA ANTARA 3918,TIENDAS EXTRA SA DE CV,462112,,,19.43817998,-99.20127921,2012-06,nnnn11540.0,9016
8458596,09004624212000111000000000U5,COMEDOR COMNITARIO,,624212,,,19.32559706,-99.32223825,2019-11,nnnn5410.0,9004
8625133,09007463211020911000000000U3,TIENDA DE ROPA SN,,463211,,,19.35437372,-98.99079868,2019-11,nnnn9630.0,9007
6798259,09014531210003322001000000U0,PIAC SOLUCIONES,INMOBILIARIA PIAC SOLUCIONES SA DE CV,531210,5554077342,PIACSOLUCIONES@GMAIL.COM,19.37397472,-99.18033794,2017-11,nnnn3920.0,9014
9107162,09014522490000621000000000S7,PRESTADORA DE SERVICIOS SIMEX,PRESTADORA DE SERVICIOS SIMEX SA DE CV,522490,,,19.3653844,-99.1871329,2019-11,nnnn3900.0,9014
8007388,09015812210006501000000000U3,TINTORERIA SAN ANTONIO,,812210,,,19.44359673,-99.14855343,2019-11,nnnn6350.0,9015
8530341,09004466410000631000000000U3,LA ULTIMA GARRA,,466410,,,19.36233648,-99.29684736,2019-11,nnnn5000.0,9004
7618918,09013461110035511000000000U8,TIENDA DE ABARROTES EL CISNE,,461110,5560216090.0,,19.2535121,-99.10050949,2019-11,nnnn16090.0,9013
752272,09016463310000271000000000U7,ZAPATERIA SPAR,,463310,5550826525.0,,19.45281478,-99.20225729,2010-07,AAMOPO11270.0,9016
7736263,09007461130066871000000000U8,VENTA DE FRUTA DURAZNOS Y CIRUELAS SIN NOMBRE,,461130,,,19.37365784,-99.0947534,2019-11,CLDEASFSYYLSCLDEAO9410.0,9007
9070726,09005465311028241000000000U7,PAPELERIA ANGY KIDS,,465311,,,19.55491143,-99.13161962,2019-11,nnnn7180.0,9005
9136978,09015463214012571000000000U2,ROPA DE BAUTIZO ENSUEÑOS,,463214,,,19.4436413,-99.13686328,2019-11,MO11LARAYYTSMOPO6010.0,9015
9306079,09004461110014921000000000U3,LECHERIA LICONSA NO 0913001706,DICONSA ,461110,,,19.30878071,-99.33474181,2020-11,nnnn5760.0,9004
8000914,09002611611000361000000000U8,ESCUELA DE DANZA BALIBBAAH,,611611,,BALIBBAH@HOTMAIL.COM,19.50087483,-99.20355825,2019-11,nnnn2130.0,9002
730123,09007461140000961000000000U5,CHILES SECOS Y DERIVADOS,,461140,,,19.38518488,-99.04208541,2014-12,nnnn9208.0,9007
8565160,09010722516000571000000000U2,KING OF THE BROTHER,,722516,5564254654.0,KINGLABRO@HOTMAIL.COM,19.36625666,-99.1998316,2019-11,nnnn1600.0,9010
7136555,09017812110011991000000000U7,ESTETICA CKEI,,812110,,,19.4133249,-99.09044732,2019-11,nnnn15000.0,9017
8625149,09007722519010201000000000U4,TAMALES  Y ATOLES EL GALLO,,722519,,,19.33799452,-99.00591382,2019-11,nnnn9640.0,9007
7792965,09007812110059311000000000U2,ESTETICA SIN NOMBRE,,812110,,,19.34835191,-99.11667544,2019-11,nnnn9819.0,9007
944203,09011461121002411000000000U1,CARNICERIA SELENE,,461121,,,19.2886438,-99.00702829,2010-07,nnnn13420.0,9011
6325320,09015721112000791010000000U4,HOTEL BALMIS,,721112,,,19.41436369,-99.14453082,2010-07,nnnn6720.0,9015
7904251,09007812110050561000000000U1,ESTETICA ESTILO,,812110,,,19.35720327,-99.08761328,2019-11,nnnn9000.0,9007
8583090,09008621113001801000000000U4,CONSULTORIO DE CARDIOLOGIA,,621113,,CASTILLO19892002@YAHOO.COM,19.31117829,-99.22085991,2019-11,"HLASDLPLTEASH,COMOOOCA10700.0",9008
678479,09005722511002371000000000U6,RESTAURANTE GOURMET SIN NOMBRE,,722511,,ARMANDO-PUG@HOTMAIL.COM,19.45112855,-99.08868218,2014-12,nnnn7969.0,9005
8131702,09015435313003062000000000U8,COMERCIALIZADORA DE IMPLANTES MEDICOS,SPINE HEALT SOLITION SA DE CV,435313,5567184433,NICOLE@MXSPINE.MX,19.40590324,-99.16956869,2019-11,COBCEOCLYYDESS6100.0,9015
848323,09012461110007741000000000U7,ABARROTES LA AVENIDA,,461110,,,19.3026926,-99.23256782,2010-07,nnnn14140.0,9012
966969,09015463211076811000000000U1,SUELEN VENTA DE MALLONES,,463211,,,19.4397982,-99.12893005,2010-07,PADLCNCOYYPACL6020.0,9015
6478044,09012491110000044000041638S7,SERVICIO POSTAL MEXICANO,SERVICIO POSTAL MEXICANO ,491110,,,19.29119018,-99.12435168,2016-01,nnnn14390.0,9012
751581,09016461110005471000000000U4,ABARROTES LA GUERA,,461110,,,19.45462395,-99.20690676,2010-07,nnnn11270.0,9016
8138692,09007722517006311000000000U1,BURGUER GOCHEE,,722517,5560965254.0,,19.34667466,-99.01926741,2019-11,nnnn9640.0,9007
812328,09005465112000321000000000U1,VENTA DE ARTICULOS DE JOYERIA Y RELOJES SIN NOMBRE,,465112,,,19.48358111,-99.07033351,2010-07,nnnn7550.0,9005
966494,09014461110011501000000000U5,ABARROTES LA REGINUCHIS,,461110,,,19.37985141,-99.13901293,2010-07,nnnn3500.0,9014
782868,09005711131000034000000000U2,LA UNICA INTERNACIONAL SONORA SANTANERA S DE R L,LA UNICA INTERNACIONAL SONORA SANTANERA S DE RL ,711131,5543431368,CONTACTO@LAUNICAINTERNACIONALSONORASANTANERA.COM.MX,19.46843179,-99.12879017,2010-07,nnnn7870.0,9005
9131036,09003463214000431000000000U9,BCHIEF,,463214,,UNIFORMESDEMEXICO@PRODIGY.NET.MX,19.35333257,-99.15170998,2019-11,nnnn4120.0,9003
